연번,지방청,경찰서,관서명,구분,전화번호,주소
770,경기남부청,이천,신둔,파출소,031-632-7112,경기도 이천시 신둔면 경충대로 3162
771,경기남부청,이천,호법,파출소,031-632-9112,경기도 이천시 호법면 이섭대천로 547
772,경기남부청,이천,대월,파출소,031-632-1112,경기도 이천시 대월로803번길 64
773,경기남부청,이천,백사,파출소,031-632-4112,경기도 이천시 백사면 현방로 62
774,경기남부청,이천,설성,파출소,031-641-6112,경기도 이천시 설성면 설장로 17번길 6-1
775,경기남부청,이천,장호원,파출소,031-641-2112,경기도 이천시 장호원읍 장감로 70
776,경기남부청,이천,율면,파출소,031-641-8112,경기도 이천시 율면 고당로 144
777,경기남부청,이천,모가,파출소,031-632-3112,경기도 이천시 모가면 진상미로 1303
778,경기남부청,안성,공도,지구대,031-653-2112,경기도 안성시 공도읍 공도4로 4
779,경기남부청,안성,중앙,지구대,031-675-3502,경기도 안성시 석정1길15
780,경기남부청,안성,대덕,파출소,031-675-3506,경기도 안성시 대덕면 중앙로 78
781,경기남부청,안성,일죽,파출소,031-672-5112,경기도 안성시 일죽면 주래본죽로 28
782,경기남부청,안성,죽산,파출소,031-676-6112,경기도 안성시 죽산면 죽주로 241
783,경기남부청,안성,원곡,파출소,031-653-3112,경기도 안성시 원곡면 가천중앙1길 44
784,경기남부청,안성,보개,파출소,031-675-3284,경기도 안성시 보개면 보개원삼로 220-1
785,경기남부청,안성,금광,파출소,031-672-3112,경기도 안성시 금광면 금광초교길 38
786,경기남부청,안성,양성,파출소,031-672-2112,경기도 안성시 양성면 장터길 35
787,경기남부청,안성,내리,파출소,031-673-6112,경기도 안성시 대학6길 34
788,경기남부청,여주,홍문,지구대,031-884-1112,경기도 여주시 세종로2
789,경기남부청,여주,강천,파출소,031-882-9112,경기도 여주시 강천면 강문로 566
790,경기남부청,여주,가남,파출소,031-882-7112,경기도 여주시 가남읍 태평2길 23
791,경기남부청,여주,점동,파출소,031-882-8112,경기도 여주시 점동면 청안로118
792,경기남부청,여주,금사,파출소,031-882-4112,경기도 여주시 금사면 이포로 41
793,경기남부청,여주,흥천,파출소,031-882-5112,경기도 여주시 흥천면 효자로 144
794,경기남부청,여주,북내,파출소,031-882-2112,경기도 여주시 북내면 여양2로 300
795,경기남부청,여주,능서,파출소,031-882-6112,경기도 여주시 능서면 마장로 61
796,경기남부청,여주,대신,파출소,031-882-3112,경기도 여주시 대신면 여양로 1436
797,경기남부청,여주,산북,파출소,031-883-0112,경기도 여주시 산북면 금품1로 2
798,경기남부청,양평,양근,파출소,031-774-0112,경기도 양평군 양평읍 해오름길 11
799,경기남부청,양평,개군,파출소,031-772-8112,경기도 양평군 개군면 하자포길 25
800,경기남부청,양평,양서,파출소,031-772-6112,경기도 양평군 양서면 양수로 152번길 6
801,경기남부청,양평,서종,파출소,031-773-6112,경기도 양평군 서종면 무내미길 45
802,경기남부청,양평,옥천,파출소,031-772-5112,경기도 양평군 옥천면 옥천길 27
803,경기남부청,양평,용문,파출소,031-773-3112,경기도 양평군 용문면 용문로 351
804,경기남부청,양평,단월,파출소,031-773-0112,경기도 양평군 단월면 재인동길 2-6
805,경기남부청,양평,청운,파출소,031-773-9112,경기도 양평군 청운면 용두로 140
806,경기남부청,양평,지평,파출소,031-773-7112,경기도 양평군 지평면 지평의병로 91
807,경기남부청,양평,양동,파출소,031-773-1112,경기도 양평군 양동면 학둔지아래길 72
808,경기남부청,양평,강하,파출소,031-772-4112,경기도 양평군 강하면 운심길 46
809,경기남부청,양평,강상,파출소,031-771-7112,경기도 양평군 강상면 양평대교길 91
810,경기북부청,의정부,금오,지구대,031-846-5210,경기도 의정부시 추동로108번길 1
811,경기북부청,의정부,신곡,지구대,031-874-0112,경기도 의정부시 경의로 119
812,경기북부청,의정부,가능,지구대,031-873-2676,경기도 의정부시 호국로 1171 
813,경기북부청,의정부,송산,파출소,031-841-8878,경기도 의정부시 용민로 119
814,경기북부청,의정부,호원,파출소,031-872-3425,경기도 의정부시 평화로 159 
815,경기북부청,고양,화정,지구대,031-962-7112,경기도 고양시 덕양구 은빛로 80
816,경기북부청,고양,행신,지구대,031-979-0112,경기도 고양시 덕양구 중앙로 541-18
817,경기북부청,고양,원당,지구대,031-962-6112,경기도 고양시 덕양구 호국로 790번길 105
818,경기북부청,고양,고양,파출소,031-962-9112,경기도 고양시 덕양구 벽제관로 3
819,경기북부청,고양,관산,파출소,031-962-8112,경기도 고양시 덕양구 통일로 782
820,경기북부청,고양,화전,파출소,02-3158-0112,경기도 고양시 덕양구 중앙로 219
821,경기북부청,고양,신도,파출소,02-381-0112,경기도 고양시 덕양구 신도길 6
822,경기북부청,고양,행신3,파출소,031-978-0112,경기도 고양시 덕양구 중앙로558번길 90
823,경기북부청,일산동부,마두,지구대,031-923-0112,경기도 고양시 일산동구 노루목로 116
824,경기북부청,일산동부,백석,지구대,031-915-1112,경기도 고양시 일산동구 장백로 76
825,경기북부청,일산동부,풍사,파출소,031-967-0112,경기도 고양시 일산동구 숲속마을로 54
826,경기북부청,일산동부,중산,파출소,031-922-6112,경기도 고양시 일산동구 중산로 220
827,경기북부청,일산서부,탄현,지구대,031-913-6112,경기도 고양시 일산서구 현중로36번길 1
828,경기북부청,일산서부,대화,지구대,031-922-0112,경기도 고양시 일산서구 일산로 670 
829,경기북부청,일산서부,주엽,지구대,031-914-0112,경기도 고양시 일산서구 강성로 107
830,경기북부청,일산서부,가좌,파출소,031-918-6112,경기도 고양시 일산서구 가좌로 24
831,경기북부청,남양주,화도,지구대,031-593-0112,경기도 남양주시 화도읍 창현로 8
832,경기북부청,남양주,진접,파출소,031-571-0112,경기도 남양주시 진접읍 장현로 113 
833,경기북부청,남양주,별내,파출소,031-529-5112,경기도 남양주시 두물로 11
834,경기북부청,남양주,다산,파출소,031-565-0113,경기도 남양주시 경춘로 경춘로439-1
835,경기북부청,남양주,오남,파출소,031-574-0112,경기도 남양주시 진건읍 진건오남로 595-14
836,경기북부청,남양주,와부,파출소,031-576-0112,경기도 남양주시 와부읍 덕소로 63 
837,경기북부청,남양주,조안,파출소,031-576-0113,경기도 남양주시 조안면 북한강로 131
838,경기북부청,남양주,호평,파출소,031-564-0113,경기도 남양주시 호평로68번길 11
839,경기북부청,남양주,수동,파출소,031-593-6112,경기도 남양주시 수동면 비룡로 808 
840,경기북부청,남양주,평내,파출소,031-591-6112,경기도 남양주시 경춘로 1211 
841,경기북부청,남양주,해밀,파출소,031-573-8112,경기도 남양주시 진접읍 해밀예당1로 251
842,경기북부청,남양주,금곡,파출소,031-592-0112,경기도 남양주시 금곡로 57
843,경기북부청,남양주,진건,파출소,031-573-0112,경기도 남양주시 진건읍 진건오남로 5
844,경기북부청,남양주,청학,파출소,031-853-7112,"경기도 남양주시 별내면 청학로68번길 8, "
845,경기북부청,남양주,퇴계원,파출소,031-572-0112,경기도 남양주시 퇴계원면 퇴계원로 58-7
846,경기북부청,파주,금촌,지구대,031-941-0112,경기도 파주시 새꽃로 212
847,경기북부청,파주,문산,파출소,031-952-0112,경기도 파주시 문산읍 개포래로 50-4
848,경기북부청,파주,운정1,파출소,031-944-0112,경기도 파주시 한울로 55-1
849,경기북부청,파주,운정2,파출소,031-943-3112,경기도 파주시 해솔로 84
850,경기북부청,파주,교하,파출소,031-944-2112,경기도 파주시 교하로 1431-2
851,경기북부청,파주,파주,파출소,031-952-3112,경기도 파주시 파주읍 향교말길 26
852,경기북부청,파주,법원,파출소,031-958-0112,경기도 파주시 법원읍 사임당로905번길 40
853,경기북부청,파주,조리,파출소,031-944-1112,경기도 파주시 조리읍 봉천로 55
854,경기북부청,파주,광탄,파출소,031-947-0112,경기도 파주시 광탄면 동거리길 25-7
855,경기북부청,파주,적성,파출소,031-959-4112,경기도 파주시 적성면 청송로 1003
856,경기북부청,파주,탄현,파출소,031-942-9112,경기도 파주시 탄현면 방촌로 669
857,경기북부청,파주,파평,파출소,031-958-3112,경기도 파주시 적성면 청송로 198 
858,경기북부청,파주,월롱,파출소,031-945-1112,경기도 파주시 월롱면 휴암로 3 
859,경기북부청,양주,회천,지구대,031-863-1110,경기도 양주시 회정로 133
860,경기북부청,양주,덕계,파출소,031-865-1112,경기도 양주시 평화로 1427
861,경기북부청,양주,광적,파출소,031-836-3112,경기도 양주시 광적면 가래비길 54
862,경기북부청,양주,백석,파출소,031-879-2112,경기도 양주시 백석읍 꿈나무로 142
863,경기북부청,양주,장흥,파출소,031-855-5112,경기도 양주시 장흥면 호국로 179
864,경기북부청,양주,남면,파출소,031-863-6112,경기도 양주시 남면 개나리길 50
865,경기북부청,양주,주내,파출소,031-840-0112,경기도 양주시 부흥로 1613
866,경기북부청,양주,은현,파출소,031-863-7112,경기도 양주시 은현면 은현로55번길 6
867,경기북부청,양주,고읍,파출소,031-843-5112,경기도 양주시 고읍로 83
868,경기북부청,동두천,송내,지구대,031-865-2112,경기도 동두천시 중앙로 157
869,경기북부청,동두천,중앙,파출소,031-868-7112,경기도 동두천시 중앙로 393 
870,경기북부청,동두천,생연,파출소,031-865-8112,경기도 동두천시 생연로 99
871,경기북부청,동두천,광암,파출소,031-867-3603,경기도 동두천시 광암로 10
872,경기북부청,동두천,소요,파출소,031-865-2742,경기도 동두천시 평화로 2695
873,경기북부청,구리,교문,지구대,031-566-0112,경기도 구리시 안골로 40
874,경기북부청,구리,인창,지구대,031-567-0112,경기도 구리시 건원대로34번길 31
875,경기북부청,구리,토평,지구대,031-552-0112,경기도 구리시 체육관로74번길 55
876,경기북부청,구리,수택,파출소,031-551-6112,경기도 구리시 검배로71번길 12-5 
877,경기북부청,포천,소흘,지구대,031-542-0112,경기도 포천시 소흘읍 태봉로 144번길 
878,경기북부청,포천,포천,파출소,031-534-0112,경기도 포천시 원모루로1길 32 
879,경기북부청,포천,군내,파출소,031-534-5112,경기도 포천시 군내면 청군로 3280
880,경기북부청,포천,선단,파출소,031-541-3112,경기도 포천시 송선로 279 
881,경기북부청,포천,창수,파출소,031-533-0112,경기도 포천시 창수면 메치골로 174
882,경기북부청,포천,내촌,파출소,031-534-2112,경기도 포천시 내촌면 내촌로 62 
883,경기북부청,포천,일동,파출소,031-532-3112,경기도 포천시 일동면 화동로 1023
884,경기북부청,포천,이동,파출소,031-534-1112,경기도 포천시 이동면 화동로 2078 
885,경기북부청,포천,관인,파출소,031-533-1112,경기도 포천시 관인면 관인로 15
886,경기북부청,포천,신북,파출소,031-534-4112,경기도 포천시 호국로 2059
887,경기북부청,포천,영북,파출소,031-532-5112,경기도 포천시 영북면 운천로 4
888,경기북부청,포천,영중,파출소,031-532-6112,경기도 포천시 영중면 양문로 109
889,경기북부청,포천,가산,파출소,031-544-2112,경기도 포천시 가산면 가산로309번길 13
890,경기북부청,포천,화현,파출소,031-532-4112,경기도 포천시 화현면 화동로 327
891,경기북부청,가평,조종,파출소,031-585-0112,경기도 가평군 조종면 현창로 43 
892,경기북부청,가평,상면,파출소,031-585-2112,경기도 가평군 상면 청군로 1101
893,경기북부청,가평,청평,파출소,031-584-0112,경기도 가평군 청평면 청평중앙로 33
894,경기북부청,가평,읍내,파출소,031-582-2203,경기도 가평군 가평읍 가화로 38번지
895,경기북부청,가평,북면,파출소,031-582-0112,경기도 가평군 북면 화악산로 6
896,경기북부청,가평,설악,파출소,031-584-7112,경기도 가평군 설악면 신천중앙로 115 
